,year,country,performer,song,place_f,points_f,place_sf1,points_sf1,place_sf2,points_sf2,broadcaster,composer,writer
 bosnia & herzegovina_2016,2016, Bosnia & Herzegovina, Dalal & Deen feat. Ana Rucner and Jala, Ljubav Je,,, 11, 104,,, BHRT, Almir Ajanović," Almir Ajanović, Jasmin Fazlić"
 bulgaria_2016,2016, Bulgaria, Poli Genova, If Love Was A Crime, 4, 307,,, 5, 220, BNT," Borislav Milanov, S. Arman, J. Persson"," Borislav Milanov, S. Arman, J. Persson, Poli Genova"
 croatia_2016,2016, Croatia, Nina Kraljić, Lighthouse, 23, 73, 10, 133,,, HRT," Andreas Grass, Nikola Paryla"," Andreas Grass, Nikola Paryla"
 cyprus_2016,2016, Cyprus, Minus One, Alter Ego, 21, 96, 8, 164,,, CyBC," Thomas G:son, Minus One"," Thomas G:son, Minus One"
 czech republic_2016,2016, Czech Republic, Gabriela Gunčíková, I Stand, 25, 41, 9, 161,,, ČT," Christian Schneider, Sara Biglert"," Aidan O'Connor, Sara Biglert"
 denmark_2016,2016, Denmark, Lighthouse X, Soldiers Of Love,,,,, 17, 37, DR," Søren Bregendel, Johannes Nymark, Martin Skriver, Sebastian Owens, Daniel Durn, Katrine Klith Andersen"," Søren Bregendel, Johannes Nymark, Martin Skriver, Sebastian Owens, Daniel Durn, Katrine Klith Andersen"
 estonia_2016,2016, Estonia, Jüri Pootsmann, Play,,, 18, 24,,, ERR," Stig Rästa, Vallo Kikas, Fred Krieger"," Stig Rästa, Vallo Kikas, Fred Krieger"
 finland_2016,2016, Finland, Sandhja, Sing It Away,,, 15, 51,,, YLE," Heikki Korhonen, Markus Savijoki, Milos Rosas, Petri Matara, Sandhja Kuivalainen"," Sandhja Kuivalainen, Petri Matara, Milos Rosas, Markus Savijoki"
 france_2016,2016, France, Amir, J'ai cherché, 6, 257,,,,, France 2," Nazim Khaled, Amir Haddad, Johan Errami"," Nazim Khaled, Amir Haddad"
 georgia_2016,2016, Georgia, Nika Kocharov and Young Georgian Lolitaz, Midnight Gold, 20, 104,,, 9, 123, GPB," Kote Kalandadze, Thomas G:Son", Kote Kalandadze
 germany_2016,2016, Germany, Jamie-Lee, Ghost, 26, 11,,,,, NDR," Anna Leyne, Thomas Burchia, Conrad Hensel", Anna Leyne
 greece_2016,2016, Greece, Argo, Utopian Land,,, 16, 44,,, ERT, Vladimiros Sofianides, Vladimiros Sofianides
 hungary_2016,2016, Hungary, Freddie, Pioneer, 19, 108, 4, 197,,, MTV, Szabó Zé, Borbála Csarnai
 iceland_2016,2016, Iceland, Greta Salóme, Hear Them Calling,,, 14, 51,,, RÚV, Greta Salóme Stefánsdóttir, Greta Salóme Stefánsdóttir
 ireland_2016,2016, Ireland, Nicky Byrne, Sunlight,,,,, 15, 46, RTÉ," Nicky Byrne, Wayne Hector and Ronan Hardiman"," Nicky Byrne, Wayne Hector and Ronan Hardiman"
 israel_2016,2016, Israel, Hovi Star, Made Of Stars, 14, 135,,, 7, 147, IBA, Doron Medalie, Doron Medalie
 italy_2016,2016, Italy, Francesca Michielin, No Degree Of Separation, 16, 124,,,,, RAI," Fabio Gargiulo, Federica Abbate, Cheope"," Francesca Michielin, Federica Abbate, Norma Jean Martine"
 latvia_2016,2016, Latvia, Justs, Heartbeat, 15, 132,,, 8, 132, LTV, Aminata Savadogo, Aminata Savadogo
 lithuania_2016,2016, Lithuania, Donny Montell, I've Been Waiting For This Night, 9, 200,,, 4, 222, LRT," Jonas Thander, Beatrice Robertsson"," Jonas Thander, Beatrice Robertsson"
 malta_2016,2016, Malta, Ira Losco, Walk On Walter, 12, 153, 3, 209,,, PBS," Lisa Desmond, Tim Larsson, Tobias Lundgren, Molly Pettersson-Hammar & Ira Losco"," Lisa Desmond, Tim Larsson, Tobias Lundgren, Molly Pettersson-Hammar & Ira Losco"
 moldova_2016,2016, Moldova, Lidia Isac, Falling Stars,,, 17, 33,,, TRM," Gabriel Alares, Sebastian Lestapier, Ellen Berg, Leonid Gutkin"," Gabriel Alares, Sebastian Lestapier, Ellen Berg, Leonid Gutkin"
 montenegro_2016,2016, Montenegro, Highway, The Real Thing,,, 13, 60,,, RTCG," Skansi, Luka Vojvodić, Maro Market", Srdjan Sekulovic Skansi
 netherlands_2016,2016, Netherlands, Douwe Bob, Slow Down, 11, 153, 5, 197,,, AVROTROS," Douwe Bob Posthuma, Jan-Peter Hoekstra, Jeroen Overman, Matthijs van Duijvenbode"," Douwe Bob Posthuma, Jan-Peter Hoekstra, Jeroen Overman"
 north macedonia_2016,2016, North Macedonia, Kaliopi, Dona,,,,, 11, 88, MKRTV, Romeo Grill, Kaliopi
 norway_2016,2016, Norway, Agnete, Icebreaker,,,,, 13, 63, NRK," Agnete K. Johnsen, Gabriel Alares and Ian Curnow"," Agnete K. Johnsen, Gabriel Alares and Ian Curnow"
 poland_2016,2016, Poland, Michał Szpak, Color Of Your Life, 8, 229,,, 6, 151, TVP, Andy Palmer, Kamil Varen
 russia_2016,2016, Russia, Sergey Lazarev, You Are The Only One, 3, 491, 1, 342,,, RTR," Dimitris Kontopoulos, Philip Kirkorov"," John Ballard, Ralph Charlie"
 san marino_2016,2016, San Marino, Serhat, I Didn't Know,,, 12, 68,,, SMRTV, Olcayto Ahmet Tuğsuz, Nektarios Tyrakis
 serbia_2016,2016, Serbia, Sanja Vučić ZAA, Goodbye (Shelter), 18, 115,,, 10, 105, RTS, Ivana Peters, Ivana Peters
 slovenia_2016,2016, Slovenia, ManuElla, Blue And Red,,,,, 14, 57, RTVSLO," Manuella Brechko, Marjan Hvala", Leon Oblak
 spain_2016,2016, Spain, Barei, Say Yay!, 22, 77,,,,, TVE," Barei, Ruben Villanueva & Victor Pua"," Barei, Ruben Villanueva & Victor Pua"
 sweden_2016,2016, Sweden, Frans, If I Were Sorry, 5, 261,,,,, SVT," Frans Jeppsson Wall, Fredrik Andersson, Michael Saxell, Oscar Fogelström"," Frans Jeppsson Wall, Fredrik Andersson, Michael Saxell, Oscar Fogelström"
 switzerland_2016,2016, Switzerland, Rykka, The Last Of Our Kind,,,,, 18, 28, SSR SRG, Rieder/James/Dawson/Livesey, Rieder/James/Dawson/Livesey
 ukraine_2016,2016, Ukraine, Jamala, 1944, 1, 534,,, 2, 287, NTU, Jamala, Jamala
 united kingdom_2016,2016, United Kingdom, Joe and Jake, You're Not Alone, 24, 62,,,,, BBC," Matt Schwartz, Justin J Benson, S. Kanes"," Matt Schwartz, Justin J Benson, S. Kanes"
 albania_2017,2017, Albania, Lindita, World,,, 14, 76,,, RTSH, Klodian Qafoku," Lindita, Big Basta"
 armenia_2017,2017, Armenia, Artsvik, Fly With Me, 18, 79, 7, 152,,, AMPTV," Lilith Navasaryan, Levon Navasardyan"," Avet Barseghyan, David Tserunyan"
 australia_2017,2017, Australia, Isaiah, Don't Come Easy, 9, 173, 6, 160,,, SBS," DNA (David Musumeci & Anthony Egizii), Michael Angelo"," DNA (David Musumeci & Anthony Egizii), Michael Angelo"
 austria_2017,2017, Austria, Nathan Trent, Running On Air, 16, 93,,, 7, 147, ORF," Nathan Trent, Bernhard Penzias"," Nathan Trent, Bernhard Penzias"
 azerbaijan_2017,2017, Azerbaijan, Dihaj, Skeletons, 14, 120, 8, 150,,, İctimai, Isa Melikov, Sandra Bjurman
 belarus_2017,2017, Belarus, Naviband, Story of My Life, 17, 83,,, 9, 110, BTRC, Artem Lukyanenka, Artem Lukyanenka
 belgium_2017,2017, Belgium, Blanche, City Lights, 4, 363, 4, 165,,, RTBF," Pierre Dumoulin, Emmanuel Delcourt"," Pierre Dumoulin, Ellie Delvaux"
 bulgaria_2017,2017, Bulgaria, Kristian Kostov, Beautiful Mess, 2, 615,,, 1, 403, BNT," Borislav Milanov, Sebastian Arman, Joacim Persson,Alexander V. Blay, Alex Omar"," Borislav Milanov, Sebastian Arman, Joacim Persson,Alexander V. Blay, Alex Omar"
 croatia_2017,2017, Croatia, Jacques Houdek, My Friend, 13, 128,,, 8, 141, HRT," Jacques Houdek, Siniša Reljić, Tony Malm"," Jacques Houdek, Ines Prajo, Arjana Kunštek, Fabrizio Laucella"
 cyprus_2017,2017, Cyprus, Hovig, Gravity, 21, 68, 5, 164,,, CyBC, Thomas G:son, Thomas G:son
 czech republic_2017,2017, Czech Republic, Martina Bárta, My Turn,,, 13, 83,,, ČT," DWB, Kyler Niko"," DWB, Kyler Niko"
 denmark_2017,2017, Denmark, Anja, Where I Am, 20, 77,,, 10, 101, DR," Anja Nissen, Michael D'Arcy, Angel Tupai"," Anja Nissen, Michael D'Arcy, Angel Tupai"
 estonia_2017,2017, Estonia, Koit Toome & Laura, Verona,,,,, 14, 85, ERR, Sven Lõhmus, Sven Lõhmus
 finland_2017,2017, Finland, Norma John, Blackbird,,, 12, 92,,, YLE," Lasse Piirainen, Leena Tirronen"," Lasse Piirainen, Leena Tirronen"
 france_2017,2017, France, Alma, Requiem, 12, 135,,,,, France 2, Nazim Khaled," Nazim Khaled, Alexandra Maquet"
 georgia_2017,2017, Georgia, Tamara Gachechiladze, Keep The Faith,,, 11, 99,,, GPB, Anri Jokhadze, Tamara Gachechiladze
 germany_2017,2017, Germany, Levina, Perfect Life, 25, 6,,,,, NDR," Lindy Robbins, Dave Bassett, Lindsey Ray"," Lindy Robbins, Dave Bassett, Lindsey Ray"
 greece_2017,2017, Greece, Demy, This is Love, 19, 77, 10, 115,,, ERT, Dimitris Kontopoulos," Romy Papadea, John Ballard"
 hungary_2017,2017, Hungary, Joci Pápai, Origo, 8, 200,,, 2, 231, MTV, József Pápai, József Pápai
 iceland_2017,2017, Iceland, Svala, Paper,,, 15, 60,,, RÚV," Svala Bjorgvinsdottir, Einar Egilsson, Lester Mendez, Lily Elise"," Svala Bjorgvinsdottir, Lily Elise"
 ireland_2017,2017, Ireland, Brendan Murray, Dying to Try,,,,, 13, 86, RTÉ," Jörgen Elofsson, James Newman"," Jörgen Elofsson, James Newman"
 israel_2017,2017, Israel, IMRI, I Feel Alive, 23, 39,,, 3, 207, IBA," Dolev Ram, Penn Hazut"," Dolev Ram, Penn Hazut"
 italy_2017,2017, Italy, Francesco Gabbani, Occidentali's Karma, 6, 334,,,,, RAI," Francesco Gabbani, Filippo Gabbani, Luca Chiaravalli"," Francesco Gabbani, Fabio Ilacqua, Luca Chiaravalli"
 latvia_2017,2017, Latvia, Triana Park, Line,,, 18, 21,,, LTV," Agnese Rakovska, Kristaps Ērglis, Kristians Rakovskis", Agnese Rakovska
 lithuania_2017,2017, Lithuania, Fusedmarc, Rain Of Revolution,,,,, 17, 42, LRT," Denis Zujev, Viktoria Ivanovskaja, Michail Levin"," Denis Zujev, Michail Levin"
 malta_2017,2017, Malta, Claudia Faniello, Breathlessly,,,,, 16, 55, PBS," Philip Vella, Sean Vella", Gerard James Borg
 moldova_2017,2017, Moldova, Sunstroke Project, Hey Mamma, 3, 374, 2, 291,,, TRM," Anton Ragoza, Serghei Ialovitki, Seghei Stepanov, Mihail Cebotarenco", Alina Galetcaia
 montenegro_2017,2017, Montenegro, Slavko Kalezić, Space,,, 16, 56,,, RTCG, Momčilo Zeković Zeko," Adis Eminić, Iva Boršić, Momcilo Zekovic Zeko"
 netherlands_2017,2017, Netherlands, OG3NE, Lights and Shadows, 11, 150,,, 4, 200, AVROTROS," Rick Vol, Rory de Kievit", Rick Vol
 north macedonia_2017,2017, North Macedonia, Jana Burčeska, Dance Alone,,,,, 15, 69, MKRTV," Joacim Persson, Alex Omar, Bobi-Leon Milanov, Florence A."," Joacim Persson, Alex Omar, Bobi-Leon Milanov, Florence A."
 norway_2017,2017, Norway, JOWST, Grab The Moment, 10, 158,,, 5, 189, NRK, Joakim With Steen, Jonas McDonnell
 poland_2017,2017, Poland, Kasia Moś, Flashlight, 22, 64, 9, 119,,, TVP," Kasia Moś, Rickard Bonde Truumeel, Pete Barringer (DWB)"," Kasia Moś, Rickard Bonde Truumeel, Pete Barringer (DWB)"
 portugal_2017,2017, Portugal, Salvador Sobral, Amar Pelos Dois, 1, 758, 1, 370,,, RTP, Luísa Sobral, Luísa Sobral
 romania_2017,2017, Romania, Ilinca ft. Alex Florea, Yodel It!, 7, 282,,, 6, 174, TVR, Mihai Alexandru, Alexa Niculae
 san marino_2017,2017, San Marino, Valentina Monetta and Jimmie Wilson, Spirit of the Night,,,,, 18, 1, SMRTV, Ralph Siegel," Jutta Staudenmayer, Steven Barnacle"
 serbia_2017,2017, Serbia, Tijana Bogićević, In Too Deep,,,,, 11, 98, RTS," Borislav Milanov, Joacim Persson, Lisa Desmond, Johan Alkenaes"," Borislav Milanov, Joacim Persson, Lisa Desmond, Johan Alkenaes"
 slovenia_2017,2017, Slovenia, Omar Naber, On My Way,,, 17, 36,,, RTVSLO, Omar Naber, Omar Naber
 spain_2017,2017, Spain, Manel Navarro, Do It For Your Lover, 26, 5,,,,, TVE," Manel Navarro, Antonio Rayo “Rayito”"," Manel Navarro, Antonio Rayo “Rayito”"
 sweden_2017,2017, Sweden, Robin Bengtsson, I Can't Go On, 5, 344, 3, 227,,, SVT," David Kreuger, Hamed ""K-One"" Pirouzpanah, Robin Stjernberg"," David Kreuger, Hamed ""K-One"" Pirouzpanah, Robin Stjernberg"
 switzerland_2017,2017, Switzerland, Timebelle, Apollo,,,,, 12, 97, SSR SRG," Elias Näslin, Alessandra Günthardt, Nicolas Günthardt"," Elias Näslin, Alessandra Günthardt, Nicolas Günthardt"
 ukraine_2017,2017, Ukraine, O.Torvald, Time, 24, 36,,,,, UA:PBC," Zhenia Galych, Denys Miziuk", Kamenchuk Yevhen
 united kingdom_2017,2017, United Kingdom, Lucie Jones, Never Give Up On You, 15, 111,,,,, BBC," Emmelie de Forest, Daniel Salcedo, Lawrie Martin"," Emmelie de Forest, Daniel Salcedo, Lawrie Martin"
 albania_2018,2018, Albania, Eugent Bushpepa, Mall, 11, 184, 8, 162,,, RTSH, Eugent Bushpepa, Eugent Bushpepa
 armenia_2018,2018, Armenia, Sevak Khanagyan, Qami,,, 15, 79,,, AMPTV, Sevak Khanagyan," Anna Danielyan, Victoria Maloyan"
 australia_2018,2018, Australia, Jessica Mauboy, We Got Love, 20, 99,,, 4, 212, SBS," Anthony Egizii, David Musumeci"," Anthony Egizii, David Musumeci, Jessica Mauboy"
 austria_2018,2018, Austria, Cesár Sampson, Nobody But You, 3, 342, 4, 231,,, ORF," Sebastian Arman, Cesár Sampson, Joacim Persson, Johan Alkenäs, Borislav Milanov"," Sebastian Arman, Cesár Sampson, Joacim Persson, Johan Alkenäs, Borislav Milanov"
 azerbaijan_2018,2018, Azerbaijan, Aisel, X My Heart,,, 11, 94,,, İctimai, Dimitris Kontopoulos, Sandra Bjurman
 belarus_2018,2018, Belarus, ALEKSEEV, Forever,,, 16, 65,,, BTRC, Kirill Pavlov, Yevgeny Matyushenko
 belgium_2018,2018, Belgium, Sennek, A Matter Of Time,,, 12, 91,,, VRT," Laura Groeseneken, Alex Callier, Maxime Tribeche"," Laura Groeseneken, Alex Callier, Maxime Tribeche"
 bulgaria_2018,2018, Bulgaria, EQUINOX, Bones, 14, 166, 7, 177,,, BNT," Borislav Milanov, Joacim Persson, Brandon Treyshun Campbell, Dag Lundberg"," Borislav Milanov, Joacim Persson, Brandon Treyshun Campbell, Dag Lundberg"
 croatia_2018,2018, Croatia, Franka, Crazy,,, 17, 63,,, HRT, Branimir Mihaljevic, Franka Batelic
 cyprus_2018,2018, Cyprus, Eleni Foureira, Fuego, 2, 436, 2, 262,,, CyBC," Alex Papaconstantinou, Geraldo Sandell, Anderz Wrethov, Viktor Svensson, Didrick"," Alex Papaconstantinou, Geraldo Sandell, Anderz Wrethov, Viktor Svensson, Didrick"
 czech republic_2018,2018, Czech Republic, Mikolas Josef, Lie To Me, 6, 281, 3, 232,,, ČT, Mikolas Josef, Mikolas Josef
 denmark_2018,2018, Denmark, Rasmussen, Higher Ground, 9, 226,,, 5, 204, DR," Niclas Arn, Karl Eurén"," Niclas Arn, Karl Eurén"
 estonia_2018,2018, Estonia, Elina Nechayeva, La Forza, 8, 245, 5, 201,,, ERR," Mihkel Mattisen, Timo Vendt"," Elina Nechayeva, Ksenia Kuchukova"
 finland_2018,2018, Finland, Saara Aalto, Monsters, 25, 46, 10, 108,,, YLE," Saara Aalto, Joy Deb, Linnea Deb, Ki Fitzgerald"," Saara Aalto, Joy Deb, Linnea Deb, Ki Fitzgerald"
 france_2018,2018, France, Madame Monsieur, Mercy, 13, 173,,,,, France 2," Emilie Satt, Jean-Karl Lucas"," Emilie Satt, Jean-Karl Lucas"
 georgia_2018,2018, Georgia, Ethno-Jazz Band Iriao, For You,,,,, 18, 24, GPB," David Malazonia, Mikheil Mdinaradze", Irina Sanikidze
 germany_2018,2018, Germany, Michael Schulte, You Let Me Walk Alone, 4, 340,,,,, NDR," Michael Schulte, Thomas Stengaard, Katharina Müller, Nisse Ingwersen"," Michael Schulte, Thomas Stengaard, Katharina Müller, Nisse Ingwersen"
 greece_2018,2018, Greece, Yianna Terzi, Oniro Mou,,, 14, 81,,, ERT," Yianna Terzi, Aris Kalimeris, Michalis Papathanasiou, Dimitris Stamatiou"," Yianna Terzi, Aris Kalimeris, Michalis Papathanasiou, Dimitris Stamatiou"
 hungary_2018,2018, Hungary, AWS, Viszlát Nyár, 21, 93,,, 10, 111, MTV," Bence Brucker, Dániel Kökényes, Áron Veress, Soma Schiszler", Örs Siklósi
 iceland_2018,2018, Iceland, Ari Ólafsson, Our Choice,,, 19, 15,,, RÚV, Thorunn Clausen, Thorunn Clausen
 ireland_2018,2018, Ireland, Ryan O'Shaughnessy, Together, 16, 136, 6, 179,,, RTÉ," Ryan O'Shaughnessy, Mark Caplice, Laura Elizabeth Hughes"," Ryan O'Shaughnessy, Mark Caplice, Laura Elizabeth Hughes"
 israel_2018,2018, Israel, Netta, TOY, 1, 529, 1, 283,,, IPBC," Doron Medalie, Stav Beger"," Doron Medalie, Stav Beger"
 italy_2018,2018, Italy, Ermal Meta e Fabrizio Moro, Non Mi Avete Fatto Niente, 5, 308,,,,, RAI," Ermal Meta, Fabrizio Moro, Andrea Febo"," Ermal Meta, Fabrizio Moro, Andrea Febo"
 latvia_2018,2018, Latvia, Laura Rizzotto, Funny Girl,,,,, 12, 106, LTV, Laura Rizzotto, Laura Rizzotto
 lithuania_2018,2018, Lithuania, Ieva Zasimauskaitė, When We're Old, 12, 181, 9, 119,,, LRT, Vytautas Bikus, Vytautas Bikus
 malta_2018,2018, Malta, Christabelle, Taboo,,,,, 13, 101, PBS," Thomas G:son, Johnny Sanchez"," Muxu, Christabelle"
 moldova_2018,2018, Moldova, DoReDos, My Lucky Day, 10, 209,,, 3, 235, TRM, Philipp Kirkorov, John Ballard
 montenegro_2018,2018, Montenegro, Vanja Radovanović, Inje,,,,, 16, 40, RTCG, Vladimir Radovanovic, Vladimir Radovanovic
 netherlands_2018,2018, Netherlands, Waylon, Outlaw In 'Em, 18, 121,,, 7, 174, AVROTROS," Waylon, Ilya Toshinskiy, Jim Beaver"," Waylon, Ilya Toshinskiy, Jim Beaver"
 north macedonia_2018,2018, North Macedonia, Eye Cue, Lost And Found,,, 18, 24,,, MKRTV," Bojan Trajkovski, Darko Dimitrov", Bojan Trajkovski
 norway_2018,2018, Norway, Alexander Rybak, That's How You Write A Song, 15, 144,,, 1, 266, NRK, Alexander Rybak, Alexander Rybak
 poland_2018,2018, Poland, Gromee feat. Lukas Meijer, Light Me Up,,,,, 14, 81, TVP," Andrzej Gromala, Lukas Meijer, Mahan Moin, Christian Rabb"," Andrzej Gromala, Lukas Meijer, Mahan Moin, Christian Rabb"
 portugal_2018,2018, Portugal, Cláudia Pascoal, O Jardim, 26, 39,,,,, RTP, Isaura, Isaura
 romania_2018,2018, Romania, The Humans, Goodbye,,,,, 11, 107, TVR," Alexandru Matei, Alin Neagoe", Cristina Caramarcu
 russia_2018,2018, Russia, Julia Samoylova, I Won't Break,,,,, 15, 65, C1R," Netta Nimrodi, Leonid Gutkin, Arie Burshtein"," Netta Nimrodi, Leonid Gutkin, Arie Burshtein"
 san marino_2018,2018, San Marino, Jessika featuring Jenifer Brening, Who We Are,,,,, 17, 28, SMRTV," Mathias Strasser, Christof Straub, Zoe Straub, Jenifer Brening, Stefan Moessle"," Mathias Strasser, Christof Straub, Zoe Straub, Jenifer Brening, Stefan Moessle"
 serbia_2018,2018, Serbia, Sanja Ilić & Balkanika, Nova Deca, 19, 113,,, 9, 117, RTS," Aleksandar Sanja Ilić, Tatjana Karajanov Ilić", Danica Krstajić
 slovenia_2018,2018, Slovenia, Lea Sirk," Hvala, ne!", 22, 64,,, 8, 132, RTVSLO," Lea Sirk, Tomy DeClerque", Lea Sirk
 spain_2018,2018, Spain, Amaia y Alfred, Tu Canción, 23, 61,,,,, TVE," Raul Gomez Garcia, Sylvia Ruth Santoro Lopez"," Raul Gomez Garcia, Sylvia Ruth Santoro Lopez"
 sweden_2018,2018, Sweden, Benjamin Ingrosso, Dance You Off, 7, 274,,, 2, 254, SVT," MAG, Louis Schoorl, K Nita, Benjamin Ingrosso"," MAG, Louis Schoorl, K Nita, Benjamin Ingrosso"
 switzerland_2018,2018, Switzerland, ZiBBZ, Stones,,, 13, 86,,, SSR SRG," Laurell Barker, Corinne Gfeller, Stefan Gfeller"," Laurell Barker, Corinne Gfeller"
 ukraine_2018,2018, Ukraine, MELOVIN, Under The Ladder, 17, 130,,, 6, 179, UA:PBC, MELOVIN, Mike Ryals
 united kingdom_2018,2018, United Kingdom, SuRie, Storm, 24, 48,,,,, BBC," Nicole Blair, Gil Lewis, Sean Hargreaves"," Nicole Blair, Gil Lewis, Sean Hargreaves"
 albania_2019,2019, Albania, Jonida Maliqi, Ktheju tokës, 17, 90,,, 9, 96, RTSH, Eriona Rushiti, Eriona Rushiti
 armenia_2019,2019, Armenia, Srbuk, Walking Out,,,,, 16, 49, AMPTV," Lost Capital, tokionine", Garik Papoyan
 australia_2019,2019, Australia, Kate Miller-Heidke, Zero Gravity, 9, 284, 1, 261,,, SBS," Kate Miller-Heidke, Keir Nuttall"," Kate Miller-Heidke, Keir Nuttall"
 austria_2019,2019, Austria, PÆNDA, Limits,,,,, 17, 21, ORF, PÆNDA, PÆNDA
 azerbaijan_2019,2019, Azerbaijan, Chingiz, Truth, 8, 302,,, 5, 224, İctimai," Borislav Milanov, Trey Campbell, Bo J, Pablo Dinero, Hostess and Chingiz"," Borislav Milanov, Trey Campbell, Bo J, Hostess"
 belarus_2019,2019, Belarus, ZENA, Like It, 24, 31, 10, 122,,, BTRC," Yuliya Kireyeva, Victor Drobysh", Yuliya Kireyeva
 belgium_2019,2019, Belgium, Eliot, Wake Up,,, 13, 70,,, RTBF," Pierre Dumoulin, Eliot Vassamillet"," Pierre Dumoulin, Eliot Vassamillet"
 croatia_2019,2019, Croatia, Roko, The Dream,,,,, 14, 64, HRT, Jacques Houdek," Jacques Houdek, Charlie Mason, Andrea Čubrić"
 cyprus_2019,2019, Cyprus, Tamta, Replay, 13, 109, 9, 149,,, CyBC," Alex Papaconstantinou, Teddy Sky, Viktor Svensson, Albin Nedler, Kristoffer Fogelmark"," Alex Papaconstantinou, Teddy Sky, Viktor Svensson, Albin Nedler, Kristoffer Fogelmark"
 czech republic_2019,2019, Czech Republic, Lake Malawi, Friend of a Friend, 11, 157, 2, 242,,, ČT," Jan Steinsdoerfer, Maciej Mikolaj Trybulec, Albert Černý"," Jan Steinsdoerfer, Maciej Mikolaj Trybulec, Albert Černý"
 denmark_2019,2019, Denmark, Leonora, Love Is Forever, 12, 120,,, 10, 94, DR," Lise Cabble, Melanie Wehbe, Emil Lei"," Lise Cabble, Melanie Wehbe, Emil Lei"
 estonia_2019,2019, Estonia, Victor Crone, Storm, 20, 76, 4, 198,,, ERR," Stig Rästa, Vallo Kikas, Victor Crone, Sebastian Lestapier"," Stig Rästa, Victor Crone, Fred Krieger"
 finland_2019,2019, Finland, Darude feat. Sebastian Rejman, Look Away,,, 17, 23,,, YLE, Sebastian Rejman & Ville Virtanen, Sebastian Rejman & Ville Virtanen
 france_2019,2019, France, Bilal Hassani, Roi, 16, 105,,,,, France 3," Emilie Satt, Jean-Karl Lucas"," Emilie Satt, Jean-Karl Lucas"
 georgia_2019,2019, Georgia, Oto Nemsadze, Keep on Going,,, 14, 62,,, GPB, Roma Giorgadze, Diana Giorgadze
 germany_2019,2019, Germany, S!sters, Sister, 25, 24,,,,, NDR," Laurell Barker, Tom Oehler, Marine Kaltenbacher, Thomas Stengaard"," Laurell Barker, Tom Oehler, Marine Kaltenbacher, Thomas Stengaard"
 greece_2019,2019, Greece, Katerine Duska, Better Love, 21, 74, 5, 185,,, ERT," Katerine Duska, Leon of Athens, David Sneddon, Phil Cook"," Katerine Duska, David Sneddon"
 hungary_2019,2019, Hungary, Joci Pápai, Az én apám,,, 12, 97,,, MTV," Joci Pápai, Ferenc Molnár", Ferenc Molnár
 iceland_2019,2019, Iceland, Hatari, Hatrið mun sigra, 10, 232, 3, 221,,, RÚV, Hatari, Hatari
 ireland_2019,2019, Ireland, Sarah McTernan, 22,,,,, 18, 16, RTÉ," Janieck van de Polder, Marcia Sondeijker, Roel Rats"," Janieck van de Polder, Marcia Sondeijker, Roel Rats"
 israel_2019,2019, Israel, Kobi Marimi, Home, 23, 35,,,,, KAN," Inbar Wizman, Ohad Shragai"," Inbar Wizman, Ohad Shragai"
 italy_2019,2019, Italy, Mahmood, Soldi, 2, 472,,,,, RAI," Dardust, Mahmood, Charlie Charles"," Dardust, Mahmood"
 latvia_2019,2019, Latvia, Carousel, That Night,,,,, 15, 50, LTV," Mārcis Vasiļevskis, Sabīne Žuga", Sabīne Žuga
 lithuania_2019,2019, Lithuania, Jurij Veklenko, Run With The Lions,,,,, 11, 93, LRT," Eric Lumiere, Ash Hicklin, Pele Loriano"," Eric Lumiere, Ash Hicklin, Pele Loriano"
